Date,AAPL,ADBE,AMZN,GOOGL,INTC,META,MSFT,NFLX,NVDA,TSLA
2013-01-02,16.7057,38.34,12.8655,18.0546,15.2893,27.9159,22.4518,13.1443,0.2935,2.3573
2013-01-03,16.4948,37.75,12.924,18.0651,15.2464,27.6866,22.151,13.7986,0.2938,2.318
2013-01-04,16.0354,38.13,12.9575,18.4221,15.132,28.6737,21.7365,13.7114,0.3035,2.2933
2013-01-07,15.9411,37.94,13.423,18.3417,15.1963,29.3317,21.6958,14.1714,0.2947,2.2893
2013-01-08,15.984,38.14,13.319,18.3055,15.0819,28.9728,21.582,13.88,0.2882,2.2453
2013-01-09,15.7341,38.66,13.3175,18.4258,15.3394,30.4982,21.704,13.7014,0.2818,2.2427
2013-01-10,15.9292,38.62,13.267,18.5097,15.5896,31.206,21.5089,14.0,0.2822,2.2353
2013-01-11,15.8315,38.09,13.397,18.4725,15.7327,31.6248,21.8096,14.47,0.2818,2.194
2013-01-14,15.2671,38.16,13.6365,18.0546,15.7327,30.8571,21.8584,14.7786,0.2815,2.2173
2013-01-15,14.7854,38.15,13.595,18.0966,15.6469,30.0096,22.1185,14.5271,0.2765,2.26
2013-01-16,15.3991,37.88,13.4465,17.8534,15.8113,29.7604,21.9803,13.9257,0.279,2.2733
2013-01-17,15.2954,37.73,13.524,17.7568,16.219,30.0495,22.151,13.9571,0.2827,2.292
2013-01-18,15.2138,37.98,13.606,17.5868,15.1963,29.571,22.151,14.1671,0.2808,2.3013
2013-01-22,15.359,37.95,13.5095,17.5459,15.1391,30.6378,22.0698,13.9729,0.2795,2.346
2013-01-23,15.6401,38.25,13.4055,18.5102,15.0962,30.7275,22.4437,14.7514,0.2799,2.4
2013-01-24,13.7077,38.11,13.673,18.8275,14.9818,30.9867,22.4599,20.98,0.2813,2.466
2013-01-25,13.3845,38.32,14.1995,18.814,14.9889,31.4453,22.6632,24.2229,0.2864,2.4653
2013-01-28,13.6873,38.24,13.802,18.7406,15.0533,32.3725,22.6875,23.1586,0.291,2.5353
2013-01-29,13.9441,38.52,13.0175,18.8143,15.2178,30.6976,22.7688,24.16,0.2848,2.53
2013-01-30,13.9003,37.94,13.638,18.818,15.2821,31.1462,22.6388,23.9571,0.2843,2.5013
2013-01-31,13.8595,37.83,13.275,18.8645,15.0462,30.887,22.3136,23.6057,0.2829,2.5007
2013-02-01,13.8026,38.34,13.25,19.3615,15.275,29.6408,22.7038,23.5429,0.2855,2.5533
2013-02-04,13.4588,38.1,12.999,18.9476,15.132,28.0256,22.3055,24.9629,0.2806,2.516
2013-02-05,13.931,38.51,13.3445,19.1153,15.3091,28.554,22.3543,24.9129,0.2871,2.542
2013-02-06,13.9161,38.4,13.111,19.2259,15.1717,28.9628,22.2242,26.3443,0.2848,2.6113
2013-02-07,14.3299,38.07,13.0115,19.3203,15.0416,28.564,22.1754,25.9943,0.2836,2.632
2013-02-08,14.5368,39.12,13.0975,19.6054,15.179,28.4643,22.3949,25.8529,0.2855,2.616
2013-02-11,14.6883,38.64,12.8605,19.5317,15.2006,28.1752,22.6469,25.4129,0.2887,2.5613
2013-02-12,14.3201,38.89,12.935,19.4888,15.3163,27.2878,22.6632,25.4214,0.2868,2.526
2013-02-13,14.2928,38.81,13.4735,19.5427,15.3597,27.8262,22.7851,26.61,0.2855,2.5633
2013-02-14,14.28,38.61,13.462,19.6665,15.3452,28.4144,22.7932,26.7714,0.2938,2.5513
2013-02-15,14.0832,38.63,13.2545,19.7931,15.2657,28.235,22.7688,27.0729,0.2938,2.4693
2013-02-19,14.078,38.99,13.4875,20.1416,15.244,28.8432,22.9901,28.0643,0.2898,2.6187
2013-02-20,13.7371,38.77,13.3205,19.7823,14.9838,28.3746,22.8426,26.7314,0.2857,2.5693
2013-02-21,13.6517,38.34,13.297,19.859,14.6368,27.1981,22.5312,26.7357,0.2836,2.344
2013-02-22,13.797,38.55,13.271,19.9633,14.7597,27.0486,22.7524,25.6943,0.2889,2.4073
2013-02-25,13.5519,38.11,12.9935,19.7402,14.6224,27.1881,22.4328,25.6171,0.2838,2.292
2013-02-26,13.7407,38.59,12.968,19.7242,14.8754,27.3078,22.4328,26.2986,0.2872,2.2953
2013-02-27,13.6061,39.6,13.1625,19.9651,15.1284,26.7893,22.7934,26.3314,0.2925,2.34
2013-02-28,13.509,39.31,13.2135,20.0005,15.0922,27.1682,22.7852,26.8686,0.2939,2.322
2013-03-01,13.1745,39.83,13.287,20.1251,15.2006,27.6966,22.9082,27.0529,0.2951,2.31
2013-03-04,12.8556,40.46,13.6555,20.5073,15.3741,27.6368,23.0721,25.8871,0.2939,2.372
2013-03-05,13.195,41.46,13.7795,20.9341,15.5476,27.4374,23.236,25.9614,0.2972,2.4433
2013-03-06,13.0273,41.29,13.6895,20.7539,15.7211,27.3676,23.0229,26.1343,0.297,2.5127
2013-03-07,13.1779,41.5,13.694,20.7844,15.8223,28.4942,23.0639,25.9371,0.2963,2.5487
2013-03-08,13.2128,41.5,13.7095,20.7574,15.5982,27.8761,22.9492,26.3857,0.2977,2.5647
2013-03-11,13.401,41.48,13.562,20.8398,15.6777,28.0555,22.8426,25.7786,0.2949,2.6067
2013-03-12,13.1121,41.4,13.7065,20.6598,15.6415,27.7465,22.8754,26.0157,0.2958,2.608
2013-03-13,13.1097,41.59,13.755,20.6024,15.656,26.9987,22.8836,27.48,0.2958,2.5987
2013-03-14,13.2367,41.62,13.287,20.5083,15.6488,26.9588,23.0639,26.91,0.296,2.4567
2013-03-15,13.5782,41.38,13.091,20.3275,15.4536,26.57,22.9819,26.4071,0.2935,2.3527
2013-03-18,13.9473,41.06,12.8945,20.165,15.3669,26.4105,23.0311,26.5129,0.2914,2.3433
2013-03-19,13.9097,40.75,12.8205,20.2532,15.2801,26.4703,23.0967,25.91,0.2895,2.3387
2013-03-20,13.8359,42.46,12.864,20.3378,15.3091,25.7824,23.2114,26.15,0.293,2.3967
2013-03-21,13.8558,42.18,12.6695,20.2517,15.2079,25.6627,23.0393,25.9986,0.2884,2.4007
2013-03-22,14.1368,42.97,12.8875,20.2279,15.4175,25.6528,23.1541,25.9,0.2898,2.4413
2013-03-25,14.1879,42.49,12.801,20.2112,15.2874,25.0546,23.0803,25.8271,0.2881,2.502
2013-03-26,14.1132,42.75,13.0155,20.2806,15.7355,25.1343,23.0803,27.23,0.2902,2.524
2013-03-27,13.8359,42.66,13.265,20.037,15.7789,26.0117,23.2524,27.1771,0.2937,2.544
2013-03-28,13.5476,43.52,13.3245,19.8255,15.7861,25.5032,23.4491,27.04,0.2979,2.526
2013-04-01,13.1268,43.38,13.0805,20.0003,15.4898,25.4534,23.4491,26.0614,0.2881,2.9287
2013-04-02,13.1537,43.85,13.166,20.2961,15.5114,25.3437,23.6048,25.2414,0.2851,2.956
2013-04-03,13.221,43.7,12.9515,20.1253,15.2151,26.1712,23.4081,24.2486,0.2816,2.74
2013-04-04,13.0904,44.21,12.954,19.8475,15.2801,26.9887,23.4409,23.8129,0.2844,2.8007
2013-04-05,12.952,43.38,12.774,19.5474,15.1356,27.3078,23.5229,23.5229,0.2893,2.758
2013-04-08,13.0442,43.79,12.9475,19.3427,15.244,26.7694,23.4327,23.2943,0.2886,2.7887
2013-04-09,13.0677,44.17,13.057,19.4126,15.7211,26.5102,24.2687,24.1943,0.2932,2.7
2013-04-10,13.3343,44.7,13.2385,19.7254,16.0897,27.4872,24.8179,23.7243,0.2979,2.7907
2013-04-11,13.2927,45.21,13.4925,19.7307,15.7789,27.9359,23.7196,24.7157,0.2965,2.906
2013-04-12,13.154,45.03,13.6435,19.7222,15.6705,27.3177,23.5966,24.7429,0.3039,2.9167
2013-04-15,12.8495,44.6,13.386,19.5195,15.4536,26.4404,23.5147,25.2143,0.2977,2.8867
2013-04-16,13.0451,45.28,13.617,19.8051,15.8439,26.8392,23.7442,25.1214,0.3009,3.0393
2013-04-17,12.3277,44.9,13.37,19.5352,15.8512,26.5501,23.6294,24.1943,0.297,3.03
2013-04-18,11.9987,44.46,12.971,19.1196,16.0752,25.6129,23.5966,23.4029,0.2912,3.1313
2013-04-19,11.9522,44.74,13.016,19.9673,16.2198,25.6528,24.3999,23.3386,0.2919,3.1887
2013-04-22,12.2013,44.53,13.1775,19.9733,16.5378,25.892,25.2687,24.91,0.2923,3.346
2013-04-23,12.4296,44.87,13.445,20.1678,16.8992,25.902,25.0801,30.9986,0.3,3.4007
2013-04-24,12.4091,44.67,13.439,20.3063,17.1016,26.0316,26.0309,30.96,0.3102,3.362
2013-04-25,12.4985,45.05,13.735,20.1977,16.8992,26.0615,26.1784,30.5357,0.3127,3.4667
2013-04-26,12.7684,44.91,12.7405,20.006,16.9137,26.7694,26.0555,30.7929,0.3114,3.4133
2013-04-29,13.1638,45.06,12.487,20.4464,17.1739,26.899,26.7276,30.7157,0.3151,3.6627
2013-04-30,13.5513,45.08,12.6905,20.5839,17.3112,27.6866,27.1292,30.8671,0.3197,3.5993
2013-05-01,13.4445,44.71,12.4115,20.4806,17.3401,27.3477,26.8177,30.4157,0.3169,3.552
2013-05-02,13.6351,45.69,12.6275,20.7097,17.4269,28.883,27.1784,30.6414,0.3206,3.6073
2013-05-03,13.7716,47.01,12.9025,21.1119,17.4816,28.225,27.4488,30.4929,0.322,3.6367
2013-05-06,14.1,46.49,12.786,21.5071,17.4451,27.4872,27.6619,30.0986,0.3211,3.9667
2013-05-07,14.0373,45.6,12.8865,21.3992,17.6202,26.8093,27.3013,29.4643,0.3169,3.7007
2013-05-08,14.1958,45.32,12.934,21.8086,17.6932,27.0386,27.039,29.8014,0.3227,3.7193
2013-05-09,14.072,43.97,13.008,21.7549,17.7735,26.9588,26.7685,30.9157,0.323,4.6267
2013-05-10,13.9549,44.02,13.1815,21.9734,17.8756,26.5999,26.7931,31.0986,0.3376,5.1173
2013-05-13,14.0094,43.61,13.2255,21.906,17.5692,26.7395,27.0718,32.7686,0.3306,5.8533
2013-05-14,13.6743,44.04,13.4165,22.1449,17.394,26.9887,27.6743,33.4243,0.3355,5.5493
2013-05-15,13.2118,45.07,13.328,22.8636,17.6567,26.5202,27.9384,34.7714,0.3413,5.656
2013-05-16,13.3884,44.56,13.206,22.5635,17.467,26.0516,28.1283,33.8614,0.3397,6.15
2013-05-17,13.3477,44.61,13.495,22.6961,17.54,26.1712,28.7803,34.1429,0.3453,6.1
2013-05-20,13.6456,44.29,13.3815,22.6798,17.5692,25.6827,28.9536,34.2214,0.3446,5.996
2013-05-21,13.5449,44.02,13.443,22.6409,17.6202,25.583,28.7638,33.87,0.3482,5.8393
2013-05-22,13.5969,43.17,13.148,22.2028,17.5619,25.0845,28.5657,32.6514,0.336,5.816
2013-05-23,13.6213,42.77,13.09,22.0373,17.5473,24.9848,28.186,32.3114,0.3414,6.182
2013-05-24,13.714,42.43,13.087,21.8009,17.4524,24.237,28.2851,32.6771,0.3393,6.472
2013-05-28,13.5997,42.91,13.3645,21.9993,17.5692,24.0277,28.9041,30.5986,0.3391,7.3553
2013-05-29,13.7078,42.6,13.2765,21.6758,17.7078,23.25,28.7886,30.7629,0.337,6.9753
2013-05-30,13.9121,43.19,13.3415,21.737,17.664,24.4763,28.9124,31.8086,0.3414,6.9967
2013-05-31,13.8551,42.91,13.46,21.7484,17.7151,24.2769,28.8051,32.3214,0.3377,6.5173
2013-06-03,13.8856,43.46,13.344,21.6588,18.4155,23.7784,29.3746,31.71,0.3372,6.1727
2013-06-04,13.8422,44.39,13.285,21.4459,18.5031,23.4494,28.8793,32.1871,0.3377,6.3227
2013-06-05,13.7128,43.84,13.3585,21.4609,18.0215,22.8313,28.706,31.9229,0.3304,6.358
2013-06-06,13.5079,43.57,13.3915,21.5842,17.985,22.901,28.8546,31.1057,0.3325,6.49
2013-06-07,13.6111,44.12,13.8435,21.9609,17.9413,23.2201,29.4406,31.46,0.3372,6.8027
2013-06-10,13.5211,44.09,14.0535,22.2228,18.2477,24.257,29.2755,31.5614,0.337,6.67
2013-06-11,13.4814,43.12,13.739,21.9629,18.0288,23.9579,28.7555,30.6371,0.3307,6.298
2013-06-12,13.3147,42.72,13.5835,21.7674,17.8464,23.6986,28.8876,29.6629,0.3279,6.5153
2013-06-13,13.4309,43.3,13.7895,21.8927,18.2331,23.6588,28.6565,30.77,0.3353,6.5453
2013-06-14,13.2488,42.84,13.6995,21.8438,18.182,23.5591,28.3924,30.57,0.3349,6.6867
2013-06-17,13.3089,43.39,13.903,22.1236,18.3134,23.9479,28.8876,32.7471,0.3381,6.8133
2013-06-18,13.3018,43.36,14.088,22.4824,18.5833,24.1373,28.8711,32.69,0.336,6.8927
2013-06-19,13.0316,45.78,13.908,22.4839,18.2404,24.237,28.5492,33.1871,0.3463,6.9787
2013-06-20,12.8418,44.9,13.672,22.086,17.6494,23.8283,27.6413,31.9314,0.337,6.71
2013-06-21,12.7389,44.77,13.668,21.9908,17.6567,24.4564,27.4597,30.9857,0.3365,6.6367
2013-06-24,12.4013,43.6,13.5305,21.7128,17.2043,23.8681,27.8311,30.8,0.3295,6.766
2013-06-25,12.4041,44.37,13.6045,21.6231,17.4232,24.1772,27.7899,30.4143,0.3318,6.8267
2013-06-26,12.2636,45.68,13.8785,21.8091,17.5181,24.0875,28.3511,30.3,0.33,7.048
2013-06-27,12.1314,45.93,13.8775,21.8945,17.5473,24.586,28.574,30.71,0.3269,7.2833
2013-06-28,12.2161,45.56,13.8845,21.9769,17.6786,24.8053,28.5079,30.1557,0.3276,7.1573
2013-07-01,12.6071,46.24,14.105,22.1643,17.4305,24.7355,28.3594,32.04,0.329,7.812
2013-07-02,12.8927,46.03,14.1865,22.0253,17.3065,24.3367,28.0127,31.6371,0.3288,7.8547
2013-07-03,12.9638,46.42,14.2015,22.1281,17.3357,24.4464,28.0705,31.5586,0.3297,7.6827
2013-07-05,12.8597,47.0,14.294,22.3044,17.5546,24.2968,28.2356,32.1571,0.3323,8.006
2013-07-08,12.7867,46.63,14.5295,22.594,16.9198,24.6358,28.3346,33.3,0.3307,8.1073
2013-07-09,13.0116,47.26,14.5765,22.5977,16.8833,25.4035,28.3511,35.34,0.3323,8.23
2013-07-10,12.9617,47.25,14.6165,22.6164,16.9636,25.7226,28.64,34.8314,0.3367,8.1513
2013-07-11,13.1638,47.99,14.983,22.9721,17.5035,25.7325,29.4571,34.8814,0.3414,8.374
2013-07-12,13.1397,48.39,15.3775,23.041,17.4378,25.8322,29.4406,36.7514,0.3416,8.66
2013-07-15,13.1684,48.12,15.3285,23.0832,17.467,26.2011,29.8533,36.8543,0.3409,8.484
2013-07-16,13.2534,47.49,15.3435,22.9564,17.6932,26.241,29.9358,37.2114,0.3428,7.27
2013-07-17,13.2568,48.04,15.4345,22.93,17.6202,26.57,29.4984,38.2743,0.3409,8.0167
2013-07-18,13.3015,48.19,15.2055,22.7335,16.9563,26.1014,29.2507,38.0586,0.3395,7.9353
2013-07-19,13.0917,48.07,15.2615,22.382,16.8104,25.8023,25.9163,37.7971,0.3323,7.9787
2013-07-22,13.1336,48.28,15.174,22.734,16.6134,25.9718,26.4198,37.4229,0.3321,8.162
2013-07-23,12.9081,48.07,15.053,22.5618,16.5988,26.0516,26.263,35.7514,0.3316,8.1827
2013-07-24,13.571,47.8,14.947,22.5393,16.7301,26.4304,26.3785,34.4714,0.3316,8.1133
2013-07-25,13.5091,47.79,15.17,22.1598,16.825,34.2569,25.908,35.2486,0.3328,8.2713
2013-07-26,13.5858,47.64,15.6005,22.1012,16.9709,33.9079,26.0979,35.1871,0.3314,8.626
2013-07-29,13.7953,47.17,15.305,22.0243,16.9563,35.3236,26.0319,34.9943,0.3307,8.9747
2013-07-30,13.9657,47.36,15.1205,22.2402,17.0584,37.517,26.2877,34.8229,0.3363,8.7827
2013-07-31,13.9414,47.28,15.061,22.1611,17.0292,36.6895,26.2795,34.9257,0.337,8.952
2013-08-01,14.0692,47.7,15.2785,22.5722,16.9271,37.3775,26.1391,35.5886,0.3416,9.0367
2013-08-02,14.2497,47.45,15.2105,22.6309,16.9417,37.9358,26.3207,35.1686,0.3444,9.2
2013-08-05,14.4626,47.63,15.0495,22.5917,16.8864,39.0724,26.1639,36.2629,0.3461,9.6453
2013-08-06,14.3332,47.39,15.0375,22.3813,16.798,38.4343,26.0649,36.5571,0.3409,9.4767
2013-08-07,14.3249,47.1,14.8455,22.2335,16.7243,38.7533,26.461,35.6014,0.3407,8.9487
2013-08-08,14.2964,47.51,14.787,22.2837,16.5402,38.4243,27.1461,35.7714,0.343,10.232
2013-08-09,14.0929,47.18,14.863,22.2275,16.5844,38.3844,26.9893,36.1071,0.3381,10.2
2013-08-12,14.4933,47.2,14.8345,22.1052,16.6801,38.1053,27.1296,36.6571,0.3353,9.8253
2013-08-13,15.1821,47.14,14.6985,21.9988,16.5917,36.9089,26.7888,37.0271,0.3365,9.6953
2013-08-14,15.459,46.84,14.567,21.7133,16.6286,36.54,26.8885,37.4014,0.3507,9.2907
2013-08-15,15.4407,45.87,14.3235,21.4599,16.2307,36.4503,26.4231,36.2014,0.3531,9.3113
2013-08-16,15.5778,45.4,14.241,21.3912,16.1423,36.9687,26.4314,36.9814,0.3545,9.4667
2013-08-19,15.7455,44.89,14.2785,21.6094,16.4149,37.6965,26.0906,37.1114,0.3489,9.66
2013-08-20,15.5387,45.07,14.3545,21.6037,16.5917,38.2947,26.2818,39.0414,0.3506,9.972
2013-08-21,15.5787,45.14,14.2285,21.7013,16.3339,38.205,26.2735,38.6243,0.349,9.8573
2013-08-22,15.5973,45.68,14.4865,21.8106,16.4002,38.4343,26.9218,38.5357,0.3509,10.4733
2013-08-23,15.5371,45.77,14.5005,21.7232,16.5328,40.4283,28.8834,39.7657,0.3509,10.7893
2013-08-26,15.5976,46.06,14.3105,21.6279,16.4075,41.2159,28.3847,40.3886,0.3516,10.948
2013-08-27,15.1517,45.5,14.0465,21.2225,16.3486,39.521,27.6449,39.4343,0.3471,11.134
2013-08-28,15.2233,45.53,14.079,21.1825,16.4223,40.4283,27.4454,40.48,0.3471,11.0967
2013-08-29,15.2481,45.93,14.199,21.3543,16.2528,41.1561,27.8859,41.1214,0.3464,11.0707
2013-08-30,15.1092,45.75,14.049,21.1413,16.1939,41.1661,27.7613,40.5586,0.3459,11.2667
2013-09-03,15.1514,45.88,14.44,21.4778,16.2602,41.7443,26.4979,41.2857,0.3462,11.2627
2013-09-04,15.4649,46.93,14.682,21.7587,16.6801,41.6546,25.9327,41.7757,0.3495,11.3747
2013-09-05,15.3588,46.73,14.705,21.9566,16.6507,42.5319,25.9576,42.1586,0.3504,11.3287
2013-09-06,15.4503,46.87,14.793,21.9571,16.7022,43.8181,25.8911,41.6486,0.349,11.1313
2013-09-09,15.6968,47.25,14.9855,22.1686,16.8791,43.9078,26.315,42.0214,0.3549,10.7133
2013-09-10,15.3393,48.02,15.018,22.1841,16.9306,43.4691,26.9218,44.7229,0.3624,11.0913
2013-09-11,14.5042,48.2,14.982,22.3718,16.8054,44.9048,27.2127,44.0429,0.3685,10.9013
2013-09-12,14.6586,47.64,14.943,22.2936,16.6728,44.6157,27.1711,43.0586,0.3682,10.9953
2013-09-13,14.417,47.76,14.896,22.194,17.2696,44.177,27.4537,43.6643,0.3706,11.036
2013-09-16,13.9587,48.14,14.803,22.1613,17.2327,42.3824,27.2626,43.1657,0.3708,11.1053
2013-09-17,14.1199,48.14,15.2085,22.1202,17.4906,44.9347,27.3706,42.7929,0.372,11.082
2013-09-18,14.4102,52.58,15.6015,22.5498,17.6085,45.0942,27.6948,43.8457,0.3753,11.0813
2013-09-19,14.6465,51.87,15.603,22.4267,17.6158,45.842,27.9608,43.6429,0.3736,11.8613
2013-09-20,14.4948,52.31,15.817,22.5445,17.5127,47.3474,27.2543,44.8329,0.3703,12.226
2013-09-23,15.2152,51.8,15.5745,22.1299,17.4022,47.0483,27.2127,43.1486,0.3668,12.074
2013-09-24,15.1675,51.42,15.7065,22.1384,17.4611,48.3046,26.9717,43.7843,0.3682,12.1553
2013-09-25,14.9327,51.87,15.6325,21.8985,17.4611,49.3115,27.0215,43.8771,0.3687,12.3493
2013-09-26,15.0782,52.1,15.906,21.9219,17.2474,50.2387,27.2376,44.7871,0.3675,12.576
2013-09-27,14.9706,52.03,15.8005,21.8775,16.9306,51.0862,27.6532,44.6286,0.3654,12.7267
2013-09-30,14.7845,51.94,15.632,21.8655,16.8864,50.0792,27.6615,44.1729,0.3649,12.8913
2013-10-01,15.1321,52.43,16.0475,22.1424,16.8201,50.2686,27.9109,46.3743,0.3647,12.8667
2013-10-02,15.1817,51.52,16.0255,22.1671,16.8643,50.1291,28.1935,47.2471,0.3645,12.0633
2013-10-03,14.991,50.88,15.738,21.87,16.6507,49.0324,28.1436,45.96,0.3607,11.554
2013-10-04,14.9792,51.57,15.952,21.7767,16.8054,50.8868,28.1602,46.7514,0.3656,12.0653
2013-10-07,15.1256,50.82,15.5015,21.6117,16.8201,50.3683,27.6782,45.4514,0.3656,12.2047
2013-10-08,14.9144,49.58,15.1615,21.3103,16.5623,46.9985,27.4371,43.1886,0.3626,11.6487
2013-10-09,15.0896,49.45,14.9115,21.365,16.6433,46.6296,27.487,41.2043,0.357,11.252
2013-10-10,15.1842,51.17,15.2585,21.6741,17.019,48.9028,28.0605,43.4271,0.361,11.5287
2013-10-11,15.2825,52.19,15.5445,21.7677,17.1369,48.9626,28.368,42.9786,0.3579,11.9133
2013-10-14,15.3827,52.63,15.535,21.8705,17.2769,49.3614,28.634,46.3371,0.3633,11.9813
2013-10-15,15.4646,51.93,15.32,22.0178,17.2327,49.3514,28.6673,45.9557,0.3614,12.2627
2013-10-16,15.5399,51.91,15.5245,22.4177,17.4611,50.9865,28.7919,46.1257,0.3659,12.2373
2013-10-17,15.645,52.07,15.5385,22.1871,17.6232,52.0533,29.0247,47.1571,0.3666,12.1867
2013-10-18,15.7812,52.63,16.4465,25.248,17.5937,54.0572,29.0579,47.6429,0.3708,12.2267
2013-10-21,16.1679,53.08,16.322,25.0456,17.7853,53.6884,29.0828,50.7129,0.3717,11.5067
2013-10-22,16.1217,53.17,16.627,25.138,17.7337,52.5219,28.7421,46.0743,0.3699,11.436
2013-10-23,16.2795,53.06,16.338,25.7473,17.4906,51.7442,28.0605,47.1771,0.3635,10.9667
2013-10-24,16.4951,54.21,16.6105,25.601,17.52,52.2926,28.0273,47.3171,0.361,11.5433
2013-10-25,16.3105,53.81,18.1695,25.3427,17.8589,51.7941,29.6979,46.8614,0.3574,11.3107
2013-10-28,16.4321,53.93,17.908,25.3377,17.9474,50.0792,29.5649,44.8571,0.3567,10.8573
2013-10-29,16.0228,54.86,18.135,25.8679,18.0652,49.2517,29.5234,46.7571,0.3572,10.9647
2013-10-30,16.2777,54.1,18.054,25.7226,18.0505,48.8629,29.54,45.4486,0.357,10.6147
2013-10-31,16.2094,54.22,18.2015,25.7266,18.0284,50.0593,29.4319,46.0686,0.3563,10.6627
2013-11-01,16.1266,54.61,17.95,25.6382,17.9253,49.6007,29.5317,47.0386,0.3579,10.8113
2013-11-04,16.335,55.39,17.937,25.615,17.8737,48.0753,29.8724,48.2286,0.3476,11.68
2013-11-05,16.2947,54.79,17.9445,25.5004,17.87,49.9596,30.4543,48.7857,0.3471,11.7873
2013-11-06,16.2486,54.88,17.809,25.5311,18.0336,48.9725,31.7343,47.9471,0.3495,10.0773
2013-11-07,15.9856,53.17,17.178,25.1617,17.8923,47.4172,31.1691,46.6943,0.3413,9.318
2013-11-08,16.2373,54.84,17.5155,25.3634,17.9146,47.3873,31.4018,47.8429,0.3649,9.1967
2013-11-11,16.1902,56.18,17.719,25.2276,17.9741,46.0613,31.2439,48.2729,0.368,9.6467
2013-11-12,16.2202,56.24,17.4765,25.2573,18.1674,46.4701,31.0527,47.6757,0.3687,9.1867
2013-11-13,16.2395,57.55,17.811,25.7738,18.2938,48.5638,31.7177,47.8971,0.3788,9.2467
2013-11-14,16.4744,57.17,18.37,25.8427,18.1377,48.8429,31.6013,48.9386,0.3804,9.1733
2013-11-15,16.3755,57.35,18.4585,25.801,18.2344,48.8629,31.4517,49.9657,0.3792,9.03
2013-11-18,16.1771,56.6,18.309,25.7508,18.2938,45.6924,30.9197,48.8243,0.3701,8.1053
2013-11-19,16.2058,55.77,18.247,25.5923,18.3682,46.2208,30.769,48.1843,0.3641,8.406
2013-11-20,16.0639,55.94,18.1285,25.5201,18.2641,46.2906,31.0538,48.5029,0.3587,8.074
2013-11-21,16.2554,56.23,18.446,25.8137,18.7623,46.5598,31.3217,49.7857,0.3615,8.14
2013-11-22,16.2136,56.41,18.6155,25.7593,17.751,46.0912,31.4641,49.6929,0.358,8.092
2013-11-25,16.3365,56.95,18.832,26.1098,17.6617,44.6855,31.5227,50.0343,0.3657,8.056
2013-11-26,16.6378,56.7,19.0685,26.4213,17.5874,45.7522,31.2799,50.7429,0.3688,8.0333
2013-11-27,17.0296,56.91,19.3355,26.5386,17.7733,46.3504,31.4892,51.7843,0.3702,8.4627
2013-11-29,17.345,56.78,19.681,26.4508,17.7287,46.8689,31.9331,52.2571,0.3679,8.4853
2013-12-02,17.194,56.76,19.615,26.3232,17.6246,46.9187,32.2011,51.9886,0.3714,8.278
2013-12-03,17.6647,56.4,19.233,26.2928,17.513,46.5897,32.0838,51.8486,0.3712,9.6467
2013-12-04,17.6235,56.05,19.298,26.4156,17.6543,48.4741,32.6115,50.8957,0.3764,9.2633
2013-12-05,17.714,55.04,19.2245,26.3946,18.041,48.1949,31.8242,51.1514,0.3702,9.3653
2013-12-06,17.4682,55.6,19.3475,26.7074,18.4575,47.7961,32.1257,50.6343,0.3648,9.1573
2013-12-09,17.6681,55.44,19.2445,26.9138,18.5393,48.6934,32.4188,50.81,0.3587,9.44
2013-12-10,17.6407,55.32,19.389,27.0766,18.4575,50.0992,31.9163,51.8714,0.3669,9.4793
2013-12-11,17.51,54.64,19.1095,26.8926,18.16,49.2318,31.4976,51.9971,0.3634,9.31
2013-12-12,17.4844,53.99,19.0625,26.7096,18.1972,51.6744,31.171,53.3329,0.3563,9.8313
2013-12-13,17.2938,60.89,19.212,26.4807,18.0633,53.1599,30.7271,52.71,0.3542,9.8433
2013-12-16,17.3896,58.5,19.4485,26.785,18.1823,53.6485,30.8946,52.33,0.3547,9.8627
2013-12-17,17.3113,57.67,19.3825,26.7071,18.3385,54.6953,30.5847,53.5529,0.3563,10.164
2013-12-18,17.1796,59.04,19.798,27.0788,18.7029,55.4032,30.635,53.7486,0.3613,9.8653
2013-12-19,16.9828,58.13,19.7595,27.1155,18.6954,54.8847,30.3586,53.82,0.3627,9.3813
2013-12-20,17.1251,59.26,20.11,27.475,18.6359,54.9545,30.8192,53.6671,0.37,9.5493
2013-12-23,17.7823,59.47,20.146,27.8365,18.8293,57.5966,30.6685,54.3686,0.3721,9.57
2013-12-24,17.7068,59.53,19.96,27.7551,18.9111,57.786,31.0538,54.0557,0.373,10.094
2013-12-26,17.5892,59.58,20.2195,27.8954,19.1119,57.5567,31.3552,53.8471,0.3695,10.3667
2013-12-27,17.4704,59.51,19.904,27.9189,19.0375,55.2736,31.2296,52.5,0.3716,10.0747
2013-12-30,17.2966,59.55,19.6685,27.6957,19.2234,53.5488,31.2296,52.4271,0.3766,10.1627
2013-12-31,17.4994,59.88,19.9395,27.9765,19.3052,54.486,31.3301,52.5957,0.3778,10.0287
2014-01-02,17.2533,59.29,19.8985,27.7871,19.1788,54.5458,31.1207,51.8314,0.374,10.0067
2014-01-03,16.8743,59.16,19.822,27.5843,19.1714,54.3962,30.9114,51.8714,0.3695,9.9707
2014-01-06,16.9663,58.12,19.6815,27.8919,18.9334,57.0283,30.2581,51.3671,0.3745,9.8
2014-01-07,16.8449,58.97,19.9015,28.4296,19.0301,57.7461,30.4926,48.5,0.3806,9.9573
